gene,archetype,glioma_dep_fraction,min_subgroup_n,sl_n_contexts,sc_compartment,sc_specificity_tier,sc_malignant_mean,sc_malignant_specificity,sc_tme_dominated_flag,gtex_max_tpm,gtex_max_tissue,gtex_vital_organ_max,gtex_brain_max,lake_neuron_max,lake_brain_max,gbmap_normal_brain_max,safety_vital_organ,safety_brain_bulk,safety_brain_neuron,safety_body_wide,safety_composite,cns_high_risk,vital_high_risk
RRP1,pan-glioma-dep,0.9444444444444444,68,0,tumor-cell-expressed,not-TME-dominated-weak,0.1240044571718414,-0.0262565969389855,False,45.0745,Cells_EBV-transformed_lymphocytes,16.3736,21.6218,0.0793267423087576,0.0793267423087576,0.3248780017549341,0.7208480565371025,0.6501766784452296,0.6395759717314488,0.6537102473498233,0.6702002355712603,False,False
NUP35,pan-glioma-dep,0.5972222222222222,43,0,tumor-cell-expressed,not-TME-dominated-weak,0.0746798130005366,-0.0496519174741059,False,29.3647,Testis,8.14685,10.398,0.0329461229620451,0.065888682419912,0.1243317304746426,0.8763250883392226,0.7950530035335689,0.8445229681978799,0.8021201413427562,0.8386336866902239,False,False
H3C8,pan-glioma-dep,0.7222222222222222,52,0,tumor-cell-expressed,not-TME-dominated-weak,0.0035261248075689,-0.0024876149682269,False,14.9721,Whole_Blood,4.70653,0.573782,,,0.0060137397757959,0.9081272084805654,0.9611307420494699,0.49823321554770317,0.9293286219081272,0.7891637220259128,False,False
NUBP2,pan-glioma-dep,0.9166666666666666,66,0,tumor-cell-expressed,not-TME-dominated-weak,0.2633527078429685,0.0632141680961409,False,41.8551,Brain_Cerebellum,26.9177,41.8551,0.0759499007251779,0.0973853542342041,0.2434860496751723,0.5547703180212014,0.4134275618374559,0.6501766784452296,0.667844522968198,0.5394581861012956,False,False
IMP3,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.2509818223227946,-0.0398589543555612,False,70.2688,Cells_EBV-transformed_lymphocytes,43.0438,50.9049,0.060437091163335,0.060437091163335,0.389201319353147,0.37809187279151946,0.34275618374558303,0.734982332155477,0.4876325088339223,0.4852767962308599,False,False
ARFRP1,pan-glioma-dep,0.9305555555555556,67,0,tumor-cell-expressed,not-TME-dominated-weak,0.1342633145214526,0.0010951381241964,False,42.2929,Cervix_Endocervix,32.1765,35.2756,0.1317824391590194,0.1317824391590194,0.1805209029804576,0.4840989399293286,0.4593639575971732,0.3851590106007067,0.6607773851590106,0.4428739693757362,False,False
ARHGAP11A,subset-dep,0.2361111111111111,17,0,tumor-cell-expressed,not-TME-dominated-weak,0.0356777471733162,0.0020427968006197,False,34.8026,Cells_EBV-transformed_lymphocytes,1.6558099999999998,4.02806,0.0057112749102081,0.0132513842916788,0.0150392560740512,0.9469964664310954,0.9151943462897526,0.9399293286219081,0.7455830388692579,0.934040047114252,False,False
CIR1,subset-dep,0.4166666666666667,30,0,tumor-cell-expressed,not-TME-dominated-weak,0.2585183330609807,-0.1210185585851106,False,57.7703,Cervix_Endocervix,43.2031,46.2492,0.2088048668591275,0.3871829569580406,0.3795368916460913,0.3745583038869258,0.36749116607773846,0.20141342756183744,0.5618374558303887,0.3144876325088339,False,False
MIS18BP1,pan-glioma-dep,0.9722222222222222,70,0,TME-dominated,TME-dominated,0.0772809099875663,-0.265742472705895,True,35.9825,Cells_EBV-transformed_lymphocytes,9.77657,2.1876900000000004,0.1932867664961305,0.5297379738736103,0.1046881025487726,0.8409893992932862,0.9434628975265018,0.24028268551236753,0.7243816254416962,0.6749116607773852,False,False
TUBB,pan-glioma-dep,1.0,72,1,tumor-cell-expressed,not-measured,,,,1285.7,Cells_EBV-transformed_lymphocytes,276.601,249.479,0.1905823590101975,0.1905823590101975,,0.07067137809187274,0.060070671378091856,0.24734982332155475,0.03886925795053009,0.1260306242638398,True,True
SCFD1,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.1744571409258855,-0.0059545223010343,False,51.9694,Pituitary,29.3584,26.5596,0.3419340776324633,0.3667948606441791,0.3309987675059925,0.5265017667844523,0.568904593639576,0.060070671378091856,0.5936395759717314,0.38515901060070673,True,False
NOC4L,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0784597940991106,0.0051791189711766,False,85.9884,Testis,24.4822,27.9328,0.0303793808011256,0.0544322907214049,0.1269053654237227,0.5795053003533569,0.5406360424028269,0.8551236749116607,0.4204946996466431,0.6584216725559481,False,False
AASDHPPT,subset-dep,0.2777777777777778,20,1,tumor-cell-expressed,not-TME-dominated-weak,0.2225282762830848,-0.0059706036943208,False,82.9852,Brain_Cerebellar_Hemisphere,19.0969,82.9852,0.2394134411466465,0.2394134411466465,0.5081129805608229,0.6713780918727915,0.215547703180212,0.16254416961130747,0.431095406360424,0.3498233215547703,False,False
CCNK,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0830006454108368,-0.0370191485895585,False,31.1334,Cells_EBV-transformed_lymphocytes,13.2941,7.78675,0.0750353158235838,0.1032377574690983,0.1909550753506747,0.7773851590106007,0.8480565371024735,0.657243816254417,0.7773851590106007,0.7608951707891638,False,False
MT1E,pan-glioma-dep,0.5694444444444444,41,0,tumor-cell-expressed,not-TME-dominated-weak,0.5753816487283023,-0.214479421726084,False,694.0980000000001,Cells_Cultured_fibroblasts,418.985,226.765,0.0036151025839745,0.3153510882368598,0.549144075095998,0.03886925795053009,0.06713780918727918,0.9540636042402827,0.05653710247349819,0.35335689045936397,True,True
BRCA1,pan-glioma-dep,0.5,36,0,tumor-cell-expressed,not-TME-dominated-weak,0.0597541512436265,-0.008745477413873,False,19.7684,Cells_EBV-transformed_lymphocytes,1.74144,2.37106,0.036652770597832,0.1318169723644457,0.0684996286574996,0.9399293286219081,0.9363957597173145,0.8303886925795053,0.8869257950530035,0.9022379269729094,False,False
CHMP2A,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.6663598727890511,0.0426008334129078,False,155.27700000000002,Whole_Blood,116.975,101.593,0.0847895154442055,0.144258165032393,0.6237590393761432,0.16254416961130747,0.18021201413427557,0.607773851590106,0.2614840989399293,0.3168433451118963,False,False
TOP1,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.4280261419680603,0.0191789276633824,False,133.84,Cells_EBV-transformed_lymphocytes,79.8209,60.2793,0.3919941155476702,0.5679161139615625,0.3117334857102363,0.22968197879858654,0.31448763250883394,0.04593639575971731,0.29328621908127206,0.19670200235571259,True,False
RPL36,pan-glioma-dep,1.0,72,0,TME-dominated,TME-dominated,2.1639344764566664,-0.8832532495364571,True,1540.83,Ovary,425.633,256.60400000000004,0.2055063818986436,0.3062381088891642,3.0471877259931235,0.035335689045936425,0.05653710247349819,0.21201413427561833,0.02473498233215543,0.10129564193168432,True,True
EEFSEC,pan-glioma-dep,0.6111111111111112,44,0,tumor-cell-expressed,not-TME-dominated-weak,0.0539560929104249,-0.0015294037006126,False,50.0323,Testis,22.1513,24.0772,0.1015349269217154,0.1550995042320258,0.0956440236599695,0.6148409893992932,0.6113074204946997,0.5653710247349824,0.607773851590106,0.597173144876325,False,False
PNO1,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.1246283028644233,0.0187264811837726,False,33.1012,Cells_EBV-transformed_lymphocytes,15.4949,10.5326,0.035000134336672,0.0644194007868017,0.1572883138433098,0.7455830388692579,0.7915194346289752,0.8409893992932862,0.7667844522968198,0.7926972909305064,False,False
JTB,subset-dep,0.2638888888888889,19,0,tumor-cell-expressed,not-TME-dominated-weak,0.5243623941215265,-0.1285733752649642,False,324.246,Pituitary,203.793,194.394,0.2090206684408103,0.3141131648985201,0.6969138739461248,0.1024734982332155,0.0848056537102474,0.19787985865724378,0.12720848056537104,0.12838633686690223,True,False
SNAPC5,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0951432769394522,-0.0471957142736033,False,39.3829,Brain_Cerebellar_Hemisphere,20.8115,39.3829,0.0496732425853934,0.0597339058384984,0.1494493349031968,0.6360424028268552,0.42402826855123676,0.7667844522968198,0.6890459363957597,0.6089517078916372,False,False
EIF3M,pan-glioma-dep,1.0,72,1,tumor-cell-expressed,not-TME-dominated-weak,0.4023621878829361,-0.1715277591208355,False,90.071,Cells_EBV-transformed_lymphocytes,30.5942,28.0406,0.1255090155896057,0.2773087505876742,0.4917021032368368,0.49823321554770317,0.5300353356890459,0.40636042402826855,0.40636042402826855,0.47820965842167257,False,False
C19orf25,subset-dep,0.2638888888888889,19,0,tumor-cell-expressed,not-TME-dominated-weak,0.1935078306375212,0.0235616046830685,False,22.0474,Brain_Cerebellum,16.0265,22.0474,0.0842737268873151,0.1055016726234743,0.1737181158228354,0.7279151943462898,0.6431095406360424,0.6219081272084805,0.872791519434629,0.6643109540636042,False,False
NELFCD,pan-glioma-dep,0.8611111111111112,62,0,tumor-cell-expressed,not-TME-dominated-weak,0.2604945300041784,0.0741824184134278,False,132.31,Pituitary,59.3845,95.6679,0.089682348082333,0.1368220419549755,0.2699936531604298,0.29328621908127206,0.19434628975265023,0.5971731448763251,0.30388692579505305,0.3616018845700825,False,False
SRSF10,pan-glioma-dep,0.875,63,0,tumor-cell-expressed,not-TME-dominated-weak,0.390169990068229,-0.2333136892153152,False,71.2906,Cells_EBV-transformed_lymphocytes,40.041,38.222,0.1848193149751782,0.2933110511018442,0.6234836792835443,0.4028268551236749,0.43462897526501765,0.26855123674911663,0.4840989399293286,0.3686690223792697,False,False
POTEI,pan-glioma-dep,0.4027777777777778,29,0,tumor-cell-expressed,not-measured,,,,1.21878,Testis,0.0607375,0.0103782,0.0003255152248096,0.0071133568627704,,0.9858657243816255,0.9893992932862191,0.9964664310954063,0.9893992932862191,0.9905771495877502,False,False
AMY2A,subset-dep,0.3472222222222222,25,0,tumor-cell-expressed,not-TME-dominated-weak,0.000614531223838,-0.001821519630752,False,3314.99,Pancreas,0.5311170000000001,2.32235,0.0144719045134447,0.0652662427595215,0.000358726659959,0.9681978798586572,0.9399293286219081,0.9222614840989399,0.010600706713780883,0.9434628975265018,False,False
RPL26L1,subset-dep,0.4583333333333333,33,1,tumor-cell-expressed,not-TME-dominated-weak,0.3115987947697784,-0.0818009735749583,False,96.8167,Testis,26.0811,19.8952,0.0254808014199075,0.0726709874531331,0.3933997683447368,0.568904593639576,0.6713780918727915,0.872791519434629,0.3745583038869258,0.7043580683156655,False,False
TM2D2,subset-dep,0.2222222222222222,16,0,tumor-cell-expressed,not-TME-dominated-weak,0.1775094471884297,-0.0043963470969519,False,30.9546,Cells_Cultured_fibroblasts,21.6924,22.888,0.0469974863028335,0.0469974863028335,0.351992902430621,0.6219081272084805,0.6360424028268552,0.7809187279151943,0.784452296819788,0.6796230859835101,False,False
PDCD2,pan-glioma-dep,0.9861111111111112,71,0,tumor-cell-expressed,not-TME-dominated-weak,0.1834331456877942,-0.0705449838977738,False,30.3422,Cells_EBV-transformed_lymphocytes,17.305999999999997,12.9482,0.0696134927330304,0.0696134927330304,0.1359679328818475,0.7031802120141343,0.7773851590106007,0.6855123674911661,0.7985865724381626,0.7220259128386336,False,False
VBP1,pan-glioma-dep,0.7916666666666666,57,1,tumor-cell-expressed,not-TME-dominated-weak,0.440276586860139,0.0383736527456983,False,88.5385,Brain_Spinal_cord_cervical_c-1,38.4584,88.5385,0.0844544148476406,0.0844544148476406,0.4520541544883482,0.42402826855123676,0.2049469964664311,0.6148409893992932,0.4134275618374559,0.41460541813898705,False,False
CDK5RAP3,subset-dep,0.3055555555555556,22,0,tumor-cell-expressed,not-TME-dominated-weak,0.287487044023565,-0.0196795152895659,False,291.385,Pituitary,131.917,208.863,0.2989465501926953,0.2989465501926953,0.4320897514169866,0.1413427561837456,0.0742049469964664,0.1024734982332155,0.1413427561837456,0.10600706713780916,True,False
SOD1,pan-glioma-dep,0.9861111111111112,71,0,TME-dominated,TME-dominated,0.9899747652886391,-0.4721650542853769,True,378.478,Liver,378.478,347.651,0.3239606909033927,0.3239606909033927,1.4846099452538923,0.04946996466431097,0.035335689045936425,0.07067137809187274,0.09893992932862195,0.05182567726737338,True,True
WDR55,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0544681876521312,-0.0035425807880417,False,30.7507,Cells_EBV-transformed_lymphocytes,26.1674,22.1337,0.0376243831189949,0.0900593407566083,0.0676054430834819,0.5653710247349824,0.6395759717314488,0.8197879858657244,0.7915194346289752,0.6749116607773852,False,False
TRAPPC11,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0559061014177643,-0.004896018927838,False,33.6583,Ovary,20.8367,31.4629,0.1703772995154685,0.2166099670111991,0.2275240016593174,0.6325088339222615,0.49116607773851595,0.2897526501766784,0.7561837455830389,0.47114252061248524,False,False
RPS29,pan-glioma-dep,1.0,72,0,TME-dominated,TME-dominated,1.771238027562117,-1.8063714668379072,True,176.72799999999998,Cells_EBV-transformed_lymphocytes,67.0406,35.084,0.3190273039735212,0.3729135677187635,3.4569702844285097,0.2614840989399293,0.46289752650176674,0.08127208480565373,0.23674911660777387,0.2685512367491166,True,False
BARD1,pan-glioma-dep,0.9166666666666666,66,0,tumor-cell-expressed,not-TME-dominated-weak,0.140243035338615,0.058687288899766,False,17.3228,Cells_EBV-transformed_lymphocytes,4.35001,2.48902,0.0503679375512076,0.084180790350063,0.0956763560853658,0.9151943462897526,0.9293286219081272,0.7597173144876326,0.9151943462897526,0.8680800942285041,False,False
DNAJA3,pan-glioma-dep,0.9861111111111112,71,0,tumor-cell-expressed,not-TME-dominated-weak,0.1138369911817537,0.0350360787316582,False,65.0184,Cells_EBV-transformed_lymphocytes,39.7835,45.144,0.0948781779618515,0.0948781779618515,0.3577488633719357,0.40636042402826855,0.3851590106007067,0.5795053003533569,0.5265017667844523,0.4570082449941107,False,False
HYOU1,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0811698331976362,-0.0651032056318632,False,132.364,Testis,55.1421,45.2662,0.0827315691126593,0.1237024392763145,0.2288787094029513,0.31095406360424027,0.37809187279151946,0.6289752650176679,0.3003533568904594,0.43934040047114253,False,False
CHMP3,pan-glioma-dep,0.9583333333333334,69,0,tumor-cell-expressed,not-TME-dominated-weak,0.2416580014143527,-0.1135640522748909,False,72.3265,Esophagus_Muscularis,43.2211,48.9133,0.1031760462972275,0.1176696540433369,0.181759200744852,0.3710247349823321,0.34982332155477036,0.5547703180212014,0.46996466431095407,0.42520612485276793,False,False
RRP15,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.1557439013015853,-0.0242266072001286,False,11.2453,Cells_Cultured_fibroblasts,5.94115,5.9256,0.1426572458593537,0.1426572458593537,0.179970508501714,0.901060070671378,0.901060070671378,0.3533568904593639,0.9469964664310954,0.7184923439340399,False,False
DCTN5,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.1142091012351782,-0.0196681804581142,False,33.3291,Cells_EBV-transformed_lymphocytes,17.2896,26.7202,0.2010547096761304,0.2063435089256987,0.1364791641345603,0.7067137809187279,0.5653710247349824,0.22261484098939932,0.7632508833922261,0.4982332155477032,False,False
NUP155,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0499520590026452,0.0061524252959657,False,55.9618,Testis,6.50197,8.0805,0.0601331747085725,0.0973952092443581,0.0727859559384259,0.8939929328621908,0.8409893992932862,0.7385159010600706,0.5759717314487632,0.8244994110718492,False,False
SNAPC1,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.1131139446694575,-0.0001262273506172,False,42.0549,Cells_Cultured_fibroblasts,10.2168,7.17825,0.044478995905824,0.1148385357290131,0.1193069143791419,0.823321554770318,0.8692579505300353,0.784452296819788,0.6643109540636043,0.8256772673733804,False,False
FARSA,pan-glioma-dep,0.9861111111111112,71,0,tumor-cell-expressed,not-TME-dominated-weak,0.2026605148101019,0.068386438012474,False,109.848,Cells_EBV-transformed_lymphocytes,38.113,72.7239,0.1275562900970965,0.1333703642303793,0.4945826096968217,0.431095406360424,0.26855123674911663,0.392226148409894,0.3462897526501767,0.36395759717314485,False,False
ANAPC4,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.059089232982689,-0.0208816006302453,False,55.4366,Fallopian_Tube,33.5671,37.3269,0.1615548191828008,0.169007642202161,0.1702525913715362,0.4664310954063604,0.4487632508833922,0.32155477031802115,0.5830388692579505,0.4122497055359246,False,False
MED28,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.2093675027743667,-0.2265773609537478,False,41.7127,Cells_EBV-transformed_lymphocytes,24.2463,23.4733,0.1051495823199903,0.1051495823199903,0.4359448637281145,0.5865724381625441,0.6219081272084805,0.5441696113074205,0.6713780918727915,0.5842167255594818,False,False
PSMB7,pan-glioma-dep,1.0,72,1,TME-dominated,TME-dominated,0.597147712479255,-0.3546015493012725,True,185.123,Testis,97.0013,104.999,0.1441862886548939,0.145575792518927,0.9517492617805275,0.19787985865724378,0.176678445229682,0.3462897526501767,0.22614840989399299,0.2402826855123675,False,False
USP10,pan-glioma-dep,0.8472222222222222,61,0,tumor-cell-expressed,not-TME-dominated-weak,0.1704769189334705,0.0116701137540821,False,80.9942,Cells_EBV-transformed_lymphocytes,30.3976,41.8829,0.1433237686342285,0.1459366601687395,0.3798629695718938,0.5053003533568905,0.4098939929328622,0.34982332155477036,0.43462897526501765,0.4216725559481744,False,False
WDR77,pan-glioma-dep,1.0,72,3,tumor-cell-expressed,not-TME-dominated-weak,0.1022788264890516,0.0150260654290606,False,52.154,Cells_EBV-transformed_lymphocytes,26.8263,16.3433,0.0020194177573544,0.003539343593344,0.1692241958596489,0.558303886925795,0.7385159010600706,0.9681978798586572,0.5901060070671378,0.7550058892815077,False,False
CDS2,pan-glioma-dep,0.4722222222222222,34,0,tumor-cell-expressed,not-TME-dominated-weak,0.1570718075114209,-0.0397789813865565,False,56.8675,Brain_Cerebellar_Hemisphere,20.6015,56.8675,0.3066640510539103,0.3066640510539103,1.5845792185176502,0.6395759717314488,0.32155477031802115,0.0848056537102474,0.5724381625441697,0.3486454652532391,True,False
TARS1,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.173373007461001,-0.0021158244215833,False,95.6907,Cells_Cultured_fibroblasts,24.0156,21.5655,,,0.2060255177559391,0.5936395759717314,0.6537102473498233,0.49823321554770317,0.3816254416961131,0.5818610129564193,False,False
SEPSECS,pan-glioma-dep,0.625,45,0,tumor-cell-expressed,not-TME-dominated-weak,0.020940202767637,-0.0139112275794335,False,12.6503,Liver,12.6503,6.321619999999999,0.0208117560962395,0.0499797537680618,0.0724851927689967,0.7879858657243817,0.8904593639575972,0.901060070671378,0.9399293286219081,0.8598351001177855,False,False
UFM1,pan-glioma-dep,0.625,45,0,tumor-cell-expressed,not-TME-dominated-weak,0.2337905371866208,-0.1161792525564663,False,90.0619,Cells_Cultured_fibroblasts,55.928999999999995,57.7967,0.1357170652299417,0.1411871140938342,0.4166423813863234,0.3074204946996466,0.3180212014134276,0.3710247349823321,0.4098939929328622,0.3321554770318021,False,False
ZFP36L1,subset-dep,0.2916666666666667,21,0,TME-dominated,TME-dominated,0.6145831791925931,-0.9945533364137078,True,626.086,Cervix_Ectocervix,297.427,64.3663,0.0126383133534137,0.6888766241111031,1.0582908977662897,0.06713780918727918,0.2968197879858657,0.9293286219081272,0.06360424028268552,0.431095406360424,False,True
NVL,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0655087831971142,-0.0206663807578811,False,22.9033,Brain_Cerebellar_Hemisphere,12.7635,22.9033,0.1654054953799585,0.2183571763656487,0.1491222578016194,0.784452296819788,0.6325088339222615,0.31095406360424027,0.8692579505300353,0.5759717314487632,False,False
MMS19,pan-glioma-dep,0.9027777777777778,65,0,tumor-cell-expressed,not-TME-dominated-weak,0.0347346334675173,-0.0371123377184021,False,80.7062,Brain_Cerebellum,54.8648,80.7062,0.2014483765941277,0.2014483765941277,0.3344874598763205,0.31448763250883394,0.22968197879858654,0.21908127208480566,0.4381625441696113,0.254416961130742,False,False
PSMA1,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.5084850654418377,-0.0664370250997695,False,164.7,Cells_EBV-transformed_lymphocytes,96.443,63.1176,0.287525964197834,0.3959497473957427,0.5944697287949648,0.2049469964664311,0.3003533568904594,0.12014134275618371,0.2508833922261484,0.20848056537102475,False,False
PWP1,pan-glioma-dep,0.9166666666666666,66,0,tumor-cell-expressed,not-TME-dominated-weak,0.2382002470993838,0.0133418369998861,False,77.7777,Cells_Cultured_fibroblasts,32.896,43.5347,0.1527954543282865,0.1890390355446002,0.2337857181626248,0.47349823321554774,0.392226148409894,0.3286219081272085,0.4593639575971732,0.39811542991755006,False,False
TBCB,pan-glioma-dep,0.9583333333333334,69,0,TME-dominated,TME-dominated,0.7656604904169951,-0.6431645539070302,True,202.616,Brain_Spinal_cord_cervical_c-1,59.8437,202.616,0.213466042607221,0.3023043091552789,1.408825044324025,0.28621908127208484,0.08127208480565373,0.19434628975265023,0.20848056537102477,0.18727915194346292,True,False
OSBP,pan-glioma-dep,0.5138888888888888,37,0,tumor-cell-expressed,not-TME-dominated-weak,0.066685771215035,-0.0082722384749692,False,69.5727,Adrenal_Gland,38.5052,34.4149,0.1194513514037521,0.2041801266462023,0.1282080082643416,0.41696113074204944,0.4664310954063604,0.441696113074205,0.4946996466431095,0.441696113074205,False,False
TRAPPC1,pan-glioma-dep,1.0,72,0,TME-dominated,TME-dominated,0.3586619478336196,-0.4374813980394363,True,268.185,Cells_EBV-transformed_lymphocytes,160.26,135.838,0.0036862365744301,0.0036862365744301,0.5514561450530253,0.12367491166077738,0.10954063604240283,0.950530035335689,0.15547703180212014,0.3945818610129564,False,False
XAB2,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0929826882486038,-0.0062338537271542,False,113.736,Ovary,65.5323,78.9963,0.0411356723522091,0.0739154388530564,0.0992165419757581,0.26855123674911663,0.2438162544169611,0.8021201413427562,0.33922261484098937,0.4381625441696113,False,False
NOP10,pan-glioma-dep,1.0,72,0,TME-dominated,TME-dominated,0.5247538102063788,-0.3135162210783041,True,349.749,Cells_Cultured_fibroblasts,208.055,75.3806,0.059344753176982,0.1474206182744345,0.8382700312846829,0.09893992932862195,0.2614840989399293,0.7491166077738516,0.11660777385159016,0.3698468786808009,False,True
RPS25,pan-glioma-dep,1.0,72,1,TME-dominated,TME-dominated,1.8213461188567932,-1.3537442763076963,True,4381.88,Ovary,1383.17,919.195,0.2891786076836475,0.521073369963207,2.8927863081728047,0.007067137809187329,0.0035335689045936647,0.11660777385159016,0.007067137809187329,0.04240282685512372,True,True
NOPCHAP1,pan-glioma-dep,0.9722222222222222,70,0,tumor-cell-expressed,not-measured,,,,2.93902,Cells_EBV-transformed_lymphocytes,0.8705780000000001,2.05668,,,,0.9646643109540636,0.9469964664310954,0.49823321554770317,0.9823321554770318,0.8032979976442873,False,False
POLE2,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0220113052641036,-0.0155982438909006,False,13.3122,Cells_EBV-transformed_lymphocytes,1.53841,1.10077,0.013500762907939,0.0255289867074273,0.0376095491550042,0.9540636042402827,0.9540636042402827,0.9257950530035336,0.9328621908127208,0.944640753828033,False,False
RPS3,pan-glioma-dep,1.0,72,0,TME-dominated,TME-dominated,1.7391286376612225,-1.514415644679781,True,1321.13,Ovary,377.208,167.359,0.1952222927546464,0.4253166849428041,3.095076041583451,0.05300353356890464,0.09893992932862195,0.23674911660777387,0.035335689045936425,0.12956419316843348,True,True
TEAD1,subset-dep,0.2361111111111111,17,0,tumor-cell-expressed,not-TME-dominated-weak,0.1494164174717046,-0.0441721296531445,False,92.4019,Cells_Cultured_fibroblasts,27.7008,8.025789999999999,0.2294919509709541,0.4681528570213113,0.3284778743120976,0.5371024734982333,0.8445229681978799,0.16961130742049468,0.3992932862190812,0.5170789163722026,False,False
LONP1,pan-glioma-dep,0.9861111111111112,71,0,tumor-cell-expressed,not-TME-dominated-weak,0.1639880932962586,0.0520195010344949,False,207.942,Adrenal_Gland,43.5734,61.5564,0.1201724785787619,0.1352743968453001,0.2685009837150574,0.36749116607773846,0.31095406360424027,0.431095406360424,0.20141342756183744,0.3698468786808009,False,False
ALDOA,pan-glioma-dep,0.9722222222222222,70,0,tumor-cell-expressed,not-TME-dominated-weak,1.0717263524547893,-0.2198391072833474,False,3137.24,Muscle_Skeletal,848.797,683.003,0.5545230974012378,0.5545230974012378,2.21633995663036,0.010600706713780883,0.010600706713780883,0.021201413427561877,0.014134275618374548,0.014134275618374548,True,True
SF3A2,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.1414713445984013,-0.095692407926106,False,226.552,Testis,106.918,131.22799999999998,0.0290474690334508,0.1251170430273934,0.1172981249885904,0.17314487632508835,0.11660777385159016,0.8621908127208481,0.18374558303886923,0.38398115429917556,False,False
UTP6,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.1173331432271258,-0.0297125670998607,False,36.4759,Cells_EBV-transformed_lymphocytes,20.3021,27.9831,0.1657185734889967,0.260788316644981,0.2582914531230926,0.6501766784452296,0.5371024734982333,0.3074204946996466,0.7173144876325088,0.49823321554770317,False,False
EIF3E,pan-glioma-dep,1.0,72,1,TME-dominated,TME-dominated,0.6548659675488,-0.4789812255969519,True,368.64,Ovary,138.205,129.804,0.1366865457709319,0.3171165345166505,0.7794198032626487,0.13427561837455826,0.12367491166077738,0.36749116607773846,0.11307420494699649,0.2084805653710247,False,False
NOP56,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.4187354267154404,-0.1114774012112065,False,117.45,Cells_EBV-transformed_lymphocytes,43.7241,82.35600000000001,0.3005144458474131,0.3005144458474131,0.7980496124787764,0.3639575971731449,0.21908127208480566,0.09893992932862195,0.3286219081272085,0.22732626619552418,False,False
TRAPPC4,pan-glioma-dep,0.9583333333333334,69,0,tumor-cell-expressed,not-TME-dominated-weak,0.2667096378470064,-0.0705272467534973,False,70.108,Testis,40.8286,45.3678,0.069875984264097,0.0939159264241995,0.4105838970704512,0.392226148409894,0.3710247349823321,0.6819787985865724,0.49116607773851595,0.48174322732626623,False,False
NSL1,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.2262677857025903,-0.1189373963068918,False,19.4196,Brain_Spinal_cord_cervical_c-1,8.6804,19.4196,0.1424220073233256,0.1904090881327836,0.3452051820094822,0.8621908127208481,0.6855123674911661,0.3568904593639576,0.8904593639575972,0.6348645465253239,False,False
FXN,pan-glioma-dep,0.8333333333333334,60,0,tumor-cell-expressed,not-TME-dominated-weak,0.0573706554751964,-0.0076790783232552,False,12.4908,Ovary,8.229389999999999,4.91148,0.0900119155169882,0.1120249359426541,0.065592612834335,0.872791519434629,0.9081272084805654,0.5936395759717314,0.9434628975265018,0.7915194346289752,False,False
HINFP,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0532063840651237,0.0103132910559372,False,25.2539,Brain_Cerebellar_Hemisphere,8.461139999999999,25.2539,0.0598706011958704,0.0748798791614635,0.2062708752399141,0.8692579505300353,0.5901060070671378,0.7420494699646643,0.833922261484099,0.7338044758539457,False,False
